Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
7,12,2,1331.0,AA,DFW,ATL,732.0,1
5,14,7,398.0,AQ,HNL,ITO,216.0,0
1,18,2,539.0,DH,BOS,IAD,413.0,0
9,8,4,1200.0,WN,FLL,TPA,197.0,0
2,5,6,1016.0,US,PHL,FLL,992.0,0
7,20,3,436.0,AS,SEA,OAK,671.0,0
7,4,1,1004.0,US,IAH,DCA,1208.0,1
5,27,5,600.0,WN,SJC,LAS,386.0,0
5,21,6,745.0,WN,PHL,RDU,336.0,0
8,25,4,519.0,NW,MSO,MSP,1013.0,0
1,31,2,1132.0,AA,DFW,LAX,1235.0,0
6,18,7,900.0,F9,DEN,AUS,775.0,0
11,3,5,1034.0,DL,SLC,RDU,1823.0,0
1,9,7,996.0,HP,IAD,PHX,1956.0,0
2,18,6,397.0,AA,ORD,BOS,867.0,0
12,26,2,1054.0,US,IAH,PHX,1009.0,0
4,21,4,885.0,WN,MDW,BWI,611.0,0
3,18,6,720.0,YV,ATL,IAD,533.0,0
11,7,1,728.0,XE,IAH,AEX,190.0,0
8,17,3,538.0,NW,MSY,DTW,926.0,0
8,30,2,486.0,AA,MIA,ATL,595.0,0
4,16,6,405.0,EV,AGS,ATL,143.0,0
12,2,5,730.0,CO,IAH,DEN,861.0,1
6,19,1,926.0,MQ,ORD,HPN,738.0,1
2,14,2,635.0,WN,ABQ,PHX,328.0,0
2,17,4,1085.0,WN,BUR,PHX,369.0,1
8,19,5,673.0,UA,EWR,DEN,1605.0,0
5,14,7,753.0,XE,IAH,ORF,1201.0,1
10,8,7,556.0,WN,RNO,OAK,180.0,0
7,5,2,1266.0,FL,BWI,BOS,370.0,0
12,9,5,365.0,AA,BOS,MIA,1258.0,0
6,22,4,336.0,MQ,CMH,LGA,478.0,0
11,21,1,1206.0,WN,PHX,OKC,833.0,0
3,24,5,650.0,YV,IAD,JFK,228.0,0
11,16,4,377.0,MQ,CMH,BOS,640.0,1
11,23,3,601.0,XE,ATL,CLE,554.0,0
9,27,3,787.0,OO,SBA,SLC,615.0,0
9,21,3,1292.0,TZ,MDW,DEN,895.0,0
11,18,5,838.0,WN,SEA,ABQ,1180.0,0
8,10,3,1147.0,WN,MDW,ORF,704.0,1
1,29,7,660.0,WN,SAT,LAS,1069.0,0
5,26,5,782.0,NW,DTW,LGA,501.0,1
1,17,1,366.0,AA,IAD,MIA,921.0,0
4,6,3,910.0,WN,OAK,BUR,325.0,0
8,1,1,1045.0,FL,ATL,CAK,528.0,1
11,25,5,431.0,MQ,SFO,SNA,372.0,0
10,10,1,820.0,CO,EWR,SEA,2401.0,0
6,24,5,1390.0,FL,ATL,PIT,526.0,1
11,28,2,528.0,CO,CLE,LAX,2053.0,0
3,10,4,947.0,XE,BNA,EWR,748.0,0
3,11,6,822.0,UA,DEN,IAH,861.0,0
6,17,5,716.0,F9,DEN,LAS,629.0,0
7,8,5,1412.0,AA,ANC,ORD,2846.0,0
6,28,2,1098.0,DL,JFK,TPA,1005.0,1
3,31,4,605.0,TZ,MDW,LGA,725.0,0
10,2,1,1161.0,NW,DTW,JAX,814.0,0
10,2,7,640.0,EV,ATL,PFN,247.0,0
4,21,4,533.0,AA,DFW,BDL,1471.0,0
6,8,3,1257.0,DL,LGA,ATL,761.0,0
7,5,3,855.0,MQ,IND,MIA,1021.0,0
5,22,1,500.0,WN,MDW,DTW,229.0,0
11,7,2,361.0,AA,STL,DAL,546.0,0
11,23,3,1297.0,AS,SEA,LAX,954.0,0
1,18,2,635.0,B6,PBI,JFK,1028.0,0
11,20,1,1279.0,XE,IAH,SHV,192.0,0
1,26,3,825.0,WN,SAT,DAL,248.0,0
11,6,1,1248.0,YV,LAS,PDX,762.0,0
7,1,6,869.0,US,PBI,CLT,590.0,0
6,22,3,1321.0,CO,CLE,EWR,404.0,1
7,14,5,1131.0,US,SFO,LAS,414.0,0
9,10,6,1086.0,AS,LAX,SEA,954.0,1
12,27,3,1212.0,AA,TPA,DFW,929.0,1
7,16,6,566.0,NW,DTW,DFW,987.0,0
6,10,5,23.0,OO,ORD,MLI,139.0,1
7,26,2,1107.0,AA,ORD,DEN,888.0,1
1,9,1,823.0,OO,MFR,DEN,964.0,0
6,20,1,612.0,AS,PDX,ANC,1542.0,1
3,20,7,967.0,OH,SDF,CVG,83.0,0
2,13,1,340.0,EV,HOU,ATL,696.0,0
2,11,6,686.0,AA,PHL,ORD,678.0,0
9,6,3,1145.0,OH,JFK,BOS,187.0,0
10,27,4,1095.0,WN,BWI,SDF,495.0,0
9,4,1,1124.0,EV,LFT,ATL,503.0,1
10,5,4,515.0,MQ,DFW,XNA,281.0,0
6,18,6,677.0,FL,MCO,BWI,787.0,0
9,12,2,655.0,OH,IAD,CVG,388.0,0
7,13,3,23.0,DL,ATL,MCO,403.0,1
3,19,7,346.0,FL,IND,ATL,432.0,0
2,11,6,978.0,MQ,DFW,LAW,140.0,0
8,27,7,752.0,B6,MCO,JFK,944.0,0
1,30,1,722.0,WN,SAT,MDW,1036.0,0
9,16,5,416.0,AA,ORD,LGA,733.0,0
5,14,7,763.0,OO,CPR,DEN,230.0,0
8,1,2,409.0,OO,FSD,DEN,483.0,0
3,8,2,801.0,DL,ATL,PIT,526.0,0
5,3,2,418.0,AS,PSP,SFO,421.0,0
1,28,5,547.0,FL,DFW,LAS,1055.0,0
8,23,3,1067.0,CO,DEN,EWR,1605.0,0
2,2,4,885.0,YV,ORD,OKC,693.0,0
6,10,5,805.0,WN,MCI,MDW,405.0,0
3,3,5,824.0,AA,DCA,ORD,612.0,0
3,16,3,616.0,OO,ACV,SFO,250.0,0
8,15,2,357.0,B6,BOS,JFK,187.0,0
2,10,5,535.0,CO,LAX,EWR,2454.0,0
7,4,1,1060.0,WN,HRL,HOU,276.0,0
2,15,3,633.0,OH,CVG,ERI,316.0,0
9,30,6,1215.0,WN,ELP,MAF,246.0,0
8,22,2,1429.0,CO,IAH,PDX,1825.0,1
4,9,7,750.0,WN,MCO,ISP,972.0,0
9,9,6,1165.0,WN,RNO,SEA,564.0,0
3,28,2,1017.0,CO,SAN,IAH,1303.0,0
10,18,3,852.0,US,LAS,SEA,866.0,0
6,30,5,1327.0,EV,ATL,MDT,619.0,0
2,16,4,357.0,UA,LAX,IAD,2288.0,0
10,14,5,1031.0,DL,CVG,SAN,1865.0,1
9,10,7,755.0,OO,MRY,SFO,77.0,0
10,19,3,1035.0,WN,CMH,STL,410.0,0
5,23,1,480.0,UA,ORD,SFO,1846.0,0
6,30,4,388.0,OO,RNO,SFO,192.0,0
5,30,2,1220.0,OH,CVG,MHT,741.0,0
6,17,5,1175.0,UA,LAX,SFO,337.0,0
12,13,2,1116.0,UA,DEN,MCI,533.0,0
7,28,4,1187.0,WN,TUL,HOU,453.0,1
1,24,2,775.0,WN,LAS,LAX,236.0,0
3,15,2,639.0,AA,DFW,DEN,641.0,0
8,17,3,971.0,UA,LGA,ORD,733.0,1
3,3,4,857.0,NW,LAX,MSP,1536.0,0
2,10,4,608.0,NW,DTW,MSP,528.0,0
12,9,6,660.0,OH,DFW,CVG,812.0,0
5,2,2,575.0,MQ,LGA,ATL,761.0,0
9,25,1,570.0,EV,CAK,ATL,528.0,0
8,14,1,896.0,WN,DAL,AUS,189.0,0
4,28,5,460.0,NW,IND,LGA,659.0,0
3,6,1,919.0,DL,PIT,ATL,526.0,0
1,6,4,531.0,DL,SLC,ATL,1589.0,0
9,27,3,573.0,WN,BWI,IND,515.0,0
6,18,7,565.0,WN,SNA,PHX,338.0,0
12,19,2,386.0,CO,PBI,IAH,956.0,0
8,13,7,1260.0,WN,LAS,SJC,386.0,0
12,24,7,671.0,AA,EGE,MIA,1811.0,1
6,23,4,875.0,NW,BWI,MSP,936.0,0
2,16,4,684.0,MQ,ORD,OMA,416.0,0
6,26,7,374.0,MQ,BGR,BOS,201.0,0
7,23,6,444.0,OO,MTJ,DEN,197.0,0
4,4,1,845.0,XE,MCI,EWR,1092.0,0
11,11,5,711.0,XE,EWR,MEM,946.0,0
3,31,5,390.0,AS,BOI,SEA,399.0,0
4,11,1,625.0,WN,MHT,MCO,1142.0,1
10,4,3,930.0,EV,MHT,ATL,952.0,0
3,23,4,390.0,WN,BUF,BWI,281.0,0
5,10,3,1346.0,FL,ATL,RIC,481.0,1
4,17,1,852.0,AA,SNA,DFW,1205.0,0
12,3,6,513.0,NW,GRR,TPA,1041.0,0
3,7,1,1312.0,DL,ATL,EWR,745.0,1
11,26,6,640.0,WN,DAL,AUS,189.0,0
2,18,6,664.0,US,LAX,LAS,236.0,0
3,18,5,900.0,WN,STL,DTW,440.0,0
8,5,6,355.0,UA,SMF,DEN,910.0,0
9,19,1,1131.0,CO,IAH,DCA,1208.0,0
1,1,7,989.0,AA,SAN,DFW,1171.0,0
7,20,4,1059.0,US,CLT,MIA,650.0,0
8,16,2,580.0,WN,LAS,MDW,1521.0,0
7,25,1,550.0,OH,CVG,JAN,555.0,0
8,20,7,1183.0,B6,IAD,LAS,2066.0,0
1,4,3,869.0,YV,ATL,ORD,606.0,1
3,12,6,1050.0,EV,BUF,ATL,712.0,0
9,4,7,1055.0,WN,LAS,MDW,1521.0,0
4,24,1,540.0,UA,BWI,ORD,622.0,0
5,5,5,1018.0,MQ,DFW,ABI,158.0,0
2,21,2,1100.0,OH,CVG,COS,1078.0,0
8,3,4,472.0,WN,BWI,MDW,611.0,0
1,6,5,1105.0,AS,SEA,BUR,937.0,0
4,24,1,800.0,MQ,ORD,IAD,589.0,0
1,3,1,1004.0,OO,BZN,SLC,347.0,0
12,9,6,353.0,OO,MEM,ORD,491.0,0
6,20,2,1086.0,NW,JAX,MSP,1174.0,0
10,21,5,476.0,OH,CVG,MEM,403.0,0
1,25,3,390.0,WN,HOU,BNA,670.0,0
8,25,4,936.0,DL,ATL,LAS,1747.0,0
4,28,5,1046.0,MQ,SAN,LAX,109.0,0
4,7,4,835.0,UA,SNA,ORD,1726.0,0
6,27,1,1188.0,HP,PHX,IAH,1009.0,1
9,10,7,493.0,WN,CLE,STL,487.0,0
1,19,3,645.0,FL,TPA,ATL,406.0,0
9,11,7,782.0,HP,PHX,OAK,646.0,0
6,16,5,660.0,MQ,DFW,PNS,604.0,0
6,30,5,659.0,MQ,DCA,BNA,562.0,0
7,8,5,468.0,XE,IAH,BNA,657.0,0
8,5,5,1087.0,UA,DEN,ORD,888.0,1
2,6,7,745.0,WN,LAS,PHX,256.0,0
8,31,4,1016.0,YV,LGA,IAD,229.0,1
12,21,4,818.0,OO,SFO,SBA,262.0,0
3,23,4,1372.0,AA,KOA,LAX,2504.0,0
7,20,4,505.0,WN,JAX,ORF,543.0,0
5,30,2,1034.0,US,BOS,PHL,280.0,0
2,21,2,1090.0,DL,HSV,ATL,151.0,0
12,29,4,1246.0,DL,BDL,ATL,859.0,1
9,16,6,501.0,DL,CMH,ATL,446.0,0
10,20,4,1133.0,UA,LAS,SFO,414.0,0
2,22,2,650.0,WN,AUS,PHX,872.0,0
8,17,3,495.0,US,PHL,SFO,2521.0,0
5,21,7,658.0,CO,IAH,DCA,1208.0,0
1,26,3,1210.0,DL,JFK,TPA,1005.0,0
1,23,1,983.0,MQ,SNA,SFO,372.0,0
7,26,3,1362.0,UA,HNL,LAX,2556.0,0
12,7,3,1214.0,FL,TPA,ATL,406.0,0
7,16,7,779.0,UA,ORD,MSP,334.0,0
5,21,7,1018.0,B6,IAD,FLL,901.0,0
2,20,1,625.0,WN,PDX,ABQ,1111.0,0
4,14,5,1235.0,WN,ELP,SAT,496.0,0
4,8,5,452.0,US,MSY,CLT,651.0,0
4,5,3,489.0,NW,IND,LAX,1814.0,0
5,12,4,639.0,AA,TUL,ORD,585.0,0
8,30,2,620.0,MQ,MSN,ORD,109.0,0
3,18,6,875.0,WN,LIT,BWI,912.0,0
12,8,4,815.0,CO,IAH,MIA,964.0,0
2,10,5,374.0,F9,MDW,DEN,895.0,0
3,19,6,926.0,MQ,LGA,BUF,292.0,0
2,21,2,1017.0,UA,FLL,DEN,1703.0,0
2,18,6,501.0,AS,SAN,SEA,1050.0,0
10,2,7,778.0,AS,PSG,JNU,123.0,1
12,20,2,635.0,MQ,RST,ORD,268.0,0
12,4,7,791.0,DL,ATL,EWR,745.0,1
6,5,7,1057.0,DL,LGA,CVG,585.0,0
11,9,4,800.0,WN,BUR,SMF,358.0,0
8,20,6,421.0,US,SYR,PHL,228.0,0
6,14,2,699.0,CO,IAH,LGA,1416.0,0
2,20,1,1113.0,B6,PBI,JFK,1028.0,1
2,5,7,1005.0,MQ,SJC,SNA,342.0,0
3,3,5,839.0,FL,PHL,MCO,861.0,0
8,2,3,416.0,DL,EWR,ATL,745.0,0
1,21,6,570.0,YV,LGB,PHX,355.0,0
4,7,4,461.0,AA,TUS,DFW,813.0,0
11,12,6,910.0,WN,LAS,PDX,762.0,0
6,16,4,738.0,AA,ORD,MSP,334.0,0
6,12,1,685.0,AA,DFW,SNA,1205.0,0
11,27,1,1180.0,YV,DEN,BNA,1013.0,0
12,21,3,1175.0,FL,BWI,BOS,370.0,0
10,5,3,516.0,CO,EWR,SNA,2433.0,0
7,31,1,346.0,MQ,PIA,ORD,130.0,0
5,3,3,860.0,WN,LAS,TUL,1076.0,0
3,30,3,938.0,EV,PDX,SLC,630.0,1
4,7,4,1276.0,US,DCA,PVD,357.0,0
9,10,6,721.0,UA,ORD,PDX,1739.0,0
5,21,6,1134.0,F9,DEN,BNA,1013.0,0
12,23,6,1128.0,AA,ORD,DEN,888.0,1
11,7,1,344.0,MQ,FAT,LAX,209.0,0
1,3,2,495.0,WN,SNA,SMF,404.0,0
11,13,7,655.0,DL,DFW,CVG,812.0,0
6,17,6,780.0,MQ,DFW,SHV,190.0,0
9,3,7,865.0,EV,ATL,GSP,153.0,0
12,18,1,1043.0,AA,DFW,COS,592.0,0
8,13,7,846.0,XE,LEX,EWR,588.0,0
2,24,5,666.0,DL,ATL,MOB,302.0,0
4,17,7,1279.0,DL,ATL,PBI,545.0,0
4,12,3,472.0,OO,IDA,SLC,188.0,0
3,24,5,387.0,OO,MRY,LAX,267.0,0
12,15,4,1245.0,WN,PHL,BDL,196.0,1
8,1,2,620.0,YV,LIH,HNL,102.0,0
10,11,3,878.0,WN,PDX,SMF,479.0,0
3,31,5,1003.0,NW,SAT,DTW,1215.0,1
1,29,6,753.0,DH,GSO,TPA,580.0,0
6,14,3,1175.0,OO,DEN,COS,72.0,0
9,14,3,1140.0,OO,ABQ,DEN,349.0,0
12,27,3,635.0,AS,OAK,SEA,671.0,0
8,8,1,435.0,WN,SMF,SAN,480.0,0
3,16,3,498.0,EV,ATL,ISP,795.0,0
8,16,3,976.0,AA,DAL,STL,546.0,0
8,31,3,51.0,AA,LAX,DFW,1235.0,0
7,19,2,545.0,AA,DFW,MIA,1121.0,0
7,30,7,487.0,AA,ORF,DFW,1213.0,0
12,2,6,398.0,US,PVD,CLT,683.0,0
12,30,6,1093.0,MQ,ABI,DFW,158.0,1
6,29,3,1169.0,OH,CVG,ALB,623.0,0
8,5,5,1139.0,DL,SLC,ANC,2125.0,0
2,16,4,722.0,AA,ORD,TPA,1012.0,1
6,6,1,623.0,OO,DEN,ELP,563.0,0
2,1,3,425.0,NW,DTW,MCO,957.0,0
1,17,1,1016.0,MQ,RST,ORD,268.0,0
5,20,5,665.0,MQ,SBA,LAX,89.0,0
4,17,1,433.0,NW,MDW,DTW,229.0,0
11,15,2,519.0,AA,IAD,LAX,2288.0,0
10,19,3,444.0,OO,HLN,SLC,402.0,0
10,10,2,1074.0,FL,MCO,ATL,403.0,0
3,10,4,1143.0,OO,MRY,SFO,77.0,0
5,25,4,834.0,NW,DTW,CLT,500.0,0
5,21,6,917.0,US,PHL,FLL,992.0,1
7,13,4,373.0,MQ,AZO,ORD,122.0,0
7,25,1,435.0,OH,GSP,LGA,610.0,0
4,8,6,1140.0,DL,MCI,ATL,692.0,0
6,22,3,1330.0,WN,FLL,JAX,318.0,1
8,10,3,906.0,FL,MCO,ATL,403.0,1
9,25,7,880.0,AA,DFW,BNA,631.0,0
2,17,5,414.0,AA,SFO,MIA,2585.0,0
9,12,2,726.0,AA,JAC,DFW,1046.0,0
4,7,4,399.0,DL,ATL,CVG,373.0,0
2,27,7,929.0,FL,ATL,MCO,403.0,0
1,26,4,1127.0,CO,IAH,DFW,224.0,0
7,11,2,1092.0,AA,BOS,ORD,867.0,1
9,19,1,1089.0,UA,SFO,DEN,967.0,0
4,25,1,1032.0,AA,ORD,RDU,647.0,0
12,25,1,897.0,CO,MIA,EWR,1086.0,0
10,12,3,815.0,WN,SEA,BOI,399.0,0
5,22,1,685.0,MQ,SAN,LAX,109.0,0
5,22,7,1258.0,NW,DTW,BUF,240.0,0
11,25,6,947.0,WN,PBI,ISP,1052.0,0
7,10,1,760.0,NW,MSP,GTF,887.0,1
6,13,1,926.0,DL,LAX,OGG,2486.0,0
12,1,4,1149.0,US,CLT,BDL,644.0,0
1,30,1,716.0,FL,ATL,RIC,481.0,0
3,13,1,465.0,OO,FCA,SLC,532.0,0
4,15,6,1092.0,F9,DEN,PHX,602.0,0
8,11,5,660.0,EV,CHO,ATL,457.0,0
4,19,3,725.0,AS,YAK,CDV,213.0,0
6,4,7,480.0,EV,JAN,DCA,860.0,0
3,24,5,1262.0,MQ,DFW,AMA,313.0,0
9,6,3,920.0,AA,DEN,ORD,888.0,0
10,28,6,421.0,DL,MCO,ATL,403.0,0
10,22,7,786.0,CO,IAH,DCA,1208.0,0
4,9,7,1190.0,XE,IAH,DSM,802.0,1
2,3,4,1055.0,HP,DFW,PHX,868.0,0
2,17,4,1208.0,US,PHL,BOS,280.0,1
10,18,2,851.0,OO,ORD,SYR,607.0,0
11,22,3,370.0,XE,ALB,EWR,143.0,0
9,15,5,1125.0,NW,MSP,MEM,700.0,0
9,22,4,1138.0,CO,ORD,EWR,719.0,1
10,28,6,765.0,MQ,MIA,PIT,1013.0,0
5,7,6,938.0,AA,DFW,FLL,1119.0,0
11,19,6,345.0,DL,HOU,ATL,696.0,0
4,27,4,980.0,UA,BWI,DEN,1491.0,0
2,13,1,404.0,NW,MDW,MSP,349.0,0
5,31,3,925.0,DL,ATL,CVG,373.0,0
4,10,1,350.0,OH,PHL,CVG,507.0,0
2,23,4,998.0,AA,TUS,DFW,813.0,0
1,18,2,505.0,AA,SFO,LAX,337.0,0
9,12,1,933.0,OH,CVG,CMI,205.0,0
6,17,5,1027.0,MQ,JAN,DFW,408.0,0
9,17,7,892.0,DL,CVG,ATL,373.0,0
10,17,2,837.0,OO,MSO,DEN,679.0,0
11,30,4,548.0,MQ,JFK,BOS,187.0,0
11,27,1,1296.0,AA,DFW,LAX,1235.0,0
3,31,5,1031.0,AA,TUL,ORD,585.0,1
11,14,1,783.0,CO,IAH,DCA,1208.0,0
7,4,2,703.0,US,LAS,OGG,2695.0,0
4,27,4,529.0,AA,DFW,MSY,448.0,0
12,16,5,685.0,EV,HKY,ATL,225.0,1
10,13,5,492.0,WN,PHX,LAS,256.0,0
1,28,5,442.0,MQ,ORD,GRR,137.0,0
11,22,3,360.0,EV,GRR,ATL,640.0,0
5,31,2,625.0,EV,CAK,ATL,528.0,0
3,2,4,788.0,WN,BNA,MCO,616.0,1
2,16,3,1119.0,NW,MEM,LAX,1619.0,0
8,15,1,1070.0,DL,ATL,SRQ,445.0,1
9,10,7,824.0,CO,IAH,ATL,689.0,1
10,7,6,942.0,CO,DFW,IAH,224.0,0
1,8,7,965.0,CO,IAH,ORD,925.0,1
5,19,4,792.0,OO,ORD,TUL,585.0,1
4,3,1,814.0,UA,SEA,IAD,2306.0,1
11,6,1,726.0,UA,ORD,DCA,612.0,0
3,8,2,516.0,DH,CAE,IAD,401.0,0
10,17,1,874.0,HA,HNL,OGG,100.0,0
6,25,7,791.0,CO,EWR,FLL,1065.0,0
12,9,5,1214.0,HP,EWR,LAS,2227.0,0
12,20,3,1127.0,OO,BFL,LAX,109.0,0
8,28,1,976.0,EV,PIA,ATL,564.0,1
8,14,7,975.0,NW,FAR,MSP,223.0,0
12,11,1,505.0,NW,PHL,MSP,980.0,0
5,1,1,391.0,AA,DFW,MIA,1121.0,1
10,13,5,650.0,CO,IAH,LAS,1222.0,0
6,19,7,1316.0,CO,LAS,EWR,2227.0,0
1,20,4,945.0,WN,LIT,BWI,912.0,0
1,1,7,426.0,CO,LAS,IAH,1222.0,0
2,10,4,660.0,DL,CVG,BWI,430.0,0
5,3,2,956.0,TZ,MDW,LGA,725.0,0
11,14,1,680.0,WN,PHL,BDL,196.0,0
9,2,5,1022.0,US,PHL,PIT,267.0,0
11,10,5,1329.0,DL,LAX,ATL,1946.0,0
10,24,2,967.0,AQ,ITO,HNL,216.0,0
8,2,2,1076.0,AA,ORD,DEN,888.0,1
12,12,1,698.0,MQ,RDU,EWR,416.0,0
4,20,3,417.0,CO,DFW,IAH,224.0,0
1,16,1,805.0,WN,SMF,PDX,479.0,0
5,10,3,553.0,NW,SYR,DTW,374.0,0
1,8,6,940.0,OO,FWA,ORD,157.0,0
8,5,5,1288.0,UA,JFK,LAX,2475.0,1
7,7,4,949.0,WN,MCO,MSY,550.0,0
4,15,5,696.0,OH,CAE,MCO,380.0,0
6,19,7,1160.0,WN,MDW,MCI,405.0,0
7,12,2,1152.0,UA,ORD,DTW,235.0,0
6,27,1,787.0,XE,IAH,PNS,489.0,0
11,1,2,1067.0,OO,ACV,SFO,250.0,0
6,13,2,1225.0,DL,ATL,TUS,1541.0,0
5,26,4,998.0,OO,SLC,BOI,291.0,0
10,28,6,1203.0,UA,ORD,CLE,316.0,1
7,12,3,575.0,YV,CLT,ILM,185.0,0
2,27,7,989.0,WN,FLL,JAX,318.0,1
2,2,4,831.0,OO,SNA,SFO,372.0,1
3,23,4,1168.0,NW,DTW,MCI,629.0,0
3,10,4,332.0,FL,PHF,ATL,508.0,0
1,23,7,957.0,DL,ATL,DFW,732.0,0
11,20,7,696.0,HA,HNL,ITO,216.0,0
4,12,2,1075.0,WN,BNA,BWI,588.0,0
2,8,2,410.0,OH,OMA,CVG,614.0,0
6,15,4,1047.0,CO,EWR,SAN,2425.0,0
1,14,6,605.0,YV,DEN,ASE,125.0,0
12,19,1,399.0,DH,ROC,IAD,289.0,0
5,7,7,572.0,AA,LAS,ORD,1515.0,0
3,31,4,386.0,AA,SAN,ORD,1723.0,0
1,10,1,1065.0,OO,LAX,SJC,308.0,1
1,20,4,1185.0,WN,HOU,BNA,670.0,0
2,7,1,345.0,DH,HSV,IAD,595.0,0
6,14,3,844.0,AQ,ITO,HNL,216.0,1
6,13,2,668.0,US,CLT,PHL,448.0,0
6,4,7,900.0,XE,CVG,IAH,871.0,0
7,15,5,1026.0,NW,MSP,MKE,297.0,0
12,26,2,1254.0,UA,SFO,SNA,372.0,1
4,15,6,622.0,NW,MSP,BWI,936.0,0
10,14,6,626.0,AS,JNU,YAK,199.0,0
2,9,4,1202.0,AS,BET,ANC,399.0,0
10,27,4,1061.0,XE,BWI,EWR,169.0,1
2,1,3,785.0,WN,STL,MCI,237.0,0
11,22,2,1375.0,HP,LAS,CMH,1772.0,0
3,11,5,1421.0,EV,ATL,ROA,357.0,1
11,7,1,790.0,WN,SAN,MDW,1728.0,0
1,11,2,393.0,UA,MCI,DEN,533.0,0
9,13,2,1053.0,NW,IND,DTW,231.0,0
7,9,6,1145.0,WN,RNO,LAS,345.0,1
1,29,6,1026.0,HA,ITO,HNL,216.0,0
11,30,3,539.0,HA,SJC,HNL,2416.0,0
5,22,1,1141.0,TZ,DFW,MDW,797.0,0
1,23,1,768.0,YV,SAT,IAD,1362.0,1
8,13,7,1013.0,XE,EWR,BTV,266.0,0
7,20,4,1000.0,OO,BZN,SLC,347.0,0
5,12,4,422.0,CO,EWR,MIA,1086.0,0
4,20,3,1007.0,DL,ATL,SAV,215.0,0
8,19,5,660.0,UA,ORD,MCI,403.0,1
1,14,5,654.0,DL,BHM,ATL,134.0,0
11,7,1,811.0,DL,BOS,LGA,185.0,0
10,3,2,555.0,WN,ABQ,MCO,1552.0,0
2,27,7,695.0,DH,GSP,IAD,383.0,0
4,2,7,624.0,OO,LAX,SAN,109.0,0
6,19,7,961.0,B6,JFK,FLL,1069.0,1
9,30,5,1274.0,UA,DEN,ABQ,349.0,0
5,12,4,572.0,NW,MEM,VPS,369.0,0
4,13,4,1020.0,OO,SLC,OAK,588.0,0
6,4,6,468.0,US,PIT,PHL,267.0,1
10,2,7,770.0,NW,DLH,MSP,144.0,0
5,17,3,471.0,AS,BET,ANC,399.0,0
6,14,3,1120.0,US,RIC,PHL,198.0,1
6,25,7,438.0,CO,LAX,CLE,2053.0,0
5,19,5,760.0,WN,ORF,LAS,2155.0,1
1,21,6,1063.0,MQ,MDW,DFW,797.0,1
6,8,4,1116.0,NW,MEM,MSP,700.0,0
9,23,5,713.0,XE,IAD,EWR,213.0,0
3,16,3,811.0,XE,MKE,IAH,984.0,0
11,3,4,898.0,WN,SMF,LAX,373.0,0
4,30,6,565.0,EV,ATL,JFK,760.0,1
12,30,6,923.0,NW,MSP,SEA,1399.0,0
11,12,6,385.0,OO,SPI,ORD,174.0,0
11,29,2,572.0,DL,TPA,ATL,406.0,0
9,30,5,665.0,WN,SMF,BUR,358.0,0
9,13,2,363.0,US,IND,CLT,428.0,0
12,16,6,1050.0,CO,IAH,PHL,1324.0,0
11,27,7,545.0,WN,MCO,BWI,787.0,0
9,12,2,765.0,DL,ATL,LAS,1747.0,0
8,1,1,961.0,US,CLT,DFW,936.0,0
2,9,3,417.0,DL,JAX,ATL,270.0,0
3,15,3,930.0,WN,ISP,MDW,765.0,0
1,3,2,385.0,AA,DFW,MCI,460.0,0
8,26,6,1052.0,DL,ATL,SAT,874.0,0
10,23,1,510.0,OO,DEN,RAP,301.0,0
2,23,4,775.0,NW,MSP,JFK,1028.0,0
4,12,2,697.0,AA,DFW,SFO,1464.0,0
7,30,6,1144.0,AA,DFW,SFO,1464.0,1
12,26,2,594.0,US,SMF,LAS,397.0,0
3,20,1,568.0,DL,LGA,BOS,185.0,0
2,25,5,377.0,AA,DEN,LAX,862.0,0
6,22,3,1273.0,DH,IAD,RDU,224.0,0
4,7,4,131.0,FL,ATL,PHF,508.0,1
5,15,7,495.0,FL,DFW,MCO,984.0,0
11,20,7,615.0,OH,DAY,CVG,64.0,0
7,30,7,689.0,WN,LAS,SAN,258.0,0
1,23,1,642.0,MQ,DFW,TYR,103.0,0
8,5,6,385.0,WN,LAS,SNA,226.0,0
2,13,1,457.0,AA,DEN,DFW,641.0,0
11,10,4,612.0,AA,DFW,SJC,1438.0,0
1,13,4,853.0,US,CLT,MCO,468.0,0
5,20,5,1060.0,OO,FAT,LAS,258.0,0
5,8,7,462.0,OO,SFO,MRY,77.0,0
9,13,3,820.0,WN,HOU,AUS,148.0,0
3,5,6,529.0,US,PIT,MSY,918.0,0
7,20,4,798.0,NW,MSP,IND,503.0,0
11,12,7,963.0,AA,ORD,LAS,1515.0,1
12,6,3,624.0,WN,PHX,PDX,1009.0,0
11,20,7,1260.0,AA,MIA,IAD,921.0,1
3,27,1,715.0,MQ,ORD,CVG,264.0,1
4,1,6,1008.0,CO,EWR,MCO,938.0,1
10,28,6,1167.0,UA,ROC,ORD,528.0,1
7,8,6,654.0,WN,SLC,OAK,588.0,0
2,24,4,1156.0,AA,ORD,LAS,1515.0,0
8,4,4,535.0,HP,SMF,PHX,647.0,0
9,26,2,690.0,YV,HNL,LIH,102.0,0
1,4,3,417.0,US,LAX,PHL,2401.0,0
3,26,6,508.0,AA,DEN,ORD,888.0,0
10,8,6,906.0,DL,SRQ,ATL,445.0,0
7,15,5,602.0,AA,DFW,ORD,802.0,0
